The sequence of nodes visited by the vehicle:
set vehicleNodes := 0 14 12 16 19 10 6 17 3 2 13 4;

The sequence of nodes visited by the drone:
set dronedNodes := 0 15 14 11 12 1 16 9 19 7 17 5 3 2 18 13 8;

The 3-tuple cycles in which the drone was involved:
set droneCycles := ; # empty

The node and associated arrival time, departure time, vehicle idle time, and assignment associated with that node:
0 782.9144255536723 782.9144255536723 5.397883358261652 1
1 160.6223178366585 160.6223178366585 0 0
2 473.94651075852767 473.94651075852767 0 1
3 468.6244846504299 468.6244846504299 0 1
4 646.9082947415556 646.9082947415556 0 1
5 458.79004492581817 458.79004492581817 0 0
6 441.75469089797485 441.75469089797485 0 1
7 393.54340722591917 393.54340722591917 0 0
8 685.4989680398954 685.4989680398954 0 0
9 289.94405653070476 289.94405653070476 0 0
10 396.82485991067455 396.82485991067455 0 1
11 118.26892860608496 118.26892860608496 0 0
12 129.10653745618808 129.10653745618808 0 1
13 634.8711696432744 634.8711696432744 0 1
14 110.16511997651439 110.16511997651439 0 1
15 69.11070449647974 69.11070449647974 0 0
16 196.72289745075338 196.72289745075338 2.745050892153529 1
17 449.79797401738483 449.79797401738483 0 1
18 554.0677861771129 554.0677861771129 0 0
19 337.0062626503251 337.0062626503251 10.01288166837179 1
